,f_9,f_14,f_18,f_27,f_69,f_76,f_78,f_94,f_104,f_107,f_110,f_122,f_128,f_129,f_130,f_145,f_156,f_165,f_174,f_175,f_176,f_179,f_196,f_197,f_200,f_206,f_213,f_219,f_222,f_224,f_232,f_235,f_249,f_272,f_279,f_294,f_295,f_296,target
773,1.021,1.904,-1.812,-1.342,-0.05997,-0.9814,0.2163,-0.1627,2.078,1.636,0.1857,1.347,0.5615,0.7466,-0.8438,-2.629,2.248,0.05313,-1.077,0.0705,-1.357,0.372,1.09,-0.046,-1.233,0.3035,1.801,2.488,0.1506,-2.049,0.6,-0.497,-0.1718,-1.075,-1.58,-1.81,-0.5107,-1.556,0.3599
774,0.8135,3.057,-2.668,-0.986,1.271,-1.283,0.4075,-2.05,2.074,2.066,1.078,-0.826,1.751,0.7383,-1.117,-0.1014,2.484,0.284,-2.158,-0.662,1.221,0.2815,0.997,0.3608,-0.9736,0.4868,1.825,2.97,0.7036,1.127,0.773,-0.2391,-0.0435,-0.8423,-2.662,-0.6235,-0.7695,2.588,0.0468
775,-1.556,1.155,0.6094,-1.241,-0.1387,0.252,0.1028,-0.8804,-1.438,3.15,1.039,0.2976,0.4402,0.1987,0.3958,-0.2091,-0.1442,-0.2925,-0.4026,-0.838,2.486,-0.1537,-0.0405,-0.8125,-0.7676,-1.083,-1.083,-1.167,0.2382,0.7905,0.7124,0.6963,-0.2678,-0.9956,0.5513,0.748,-0.601,-2.291,0.5454
776,-1.769,1.496,-1.056,0.04947,-0.2358,-0.06866,-0.00877,-0.9434,-0.1621,-2.654,2.037,-0.7236,0.7896,0.3743,-0.48,0.06506,2.152,-0.4224,-0.144,0.3813,1.764,0.4734,-0.829,-0.6597,1.031,-0.465,-0.511,1.525,1.327,4.297,0.5366,0.1197,0.07806,1.003,-1.017,0.674,-0.675,0.7754,0.6904
777,1.244,1.115,-1.149,1.141,1.514,-1.221,0.3474,0.512,0.8457,-0.893,0.337,-0.978,1.528,0.332,-0.513,1.297,1.227,-0.1791,-0.8076,0.694,2.412,1.443,-0.769,1.566,-1.038,0.9263,1.297,1.482,-1.623,1.066,0.6045,-0.2595,-0.0994,-1.129,-0.4138,0.2006,-0.562,0.232,-0.01545
778,0.505,1.305,0.1206,0.7983,-0.632,0.2129,0.449,0.2006,-0.9106,0.9575,0.4102,-0.08923,-0.01775,-0.7285,1.066,-0.499,1.498,-0.00882,-0.08044,0.4924,1.854,-0.2152,-0.46,-0.623,0.2136,-0.8047,-2.066,-0.3928,-0.712,1.787,-0.55,0.6064,-0.1005,0.3223,0.8687,0.1327,0.06464,-0.646,-0.2622
779,-0.8486,-1.3125,1.093,-0.5024,-0.9004,0.3816,-0.02702,0.6455,-1.116,-0.703,2.3,-0.4763,-0.1183,0.0327,0.7505,0.4958,-0.946,-0.3203,0.0473,0.4011,0.589,-0.8413,-0.616,-0.5522,-0.1942,-1.108,-3.207,-0.3118,-0.2695,0.7305,-0.431,-0.4216,0.0684,0.3162,0.988,0.2803,-0.175,-1.514,-0.3103
780,0.1769,-0.2024,1.055,0.704,-1.315,0.0742,0.0511,-0.2373,-0.576,-2.473,0.7305,-1.574,0.9106,0.1681,0.2498,-0.3616,-0.413,-0.214,-1.13,0.3826,-0.3586,-0.5854,-1.776,0.08527,-0.9746,-0.00879,-2.66,-0.688,-0.4985,0.426,1.543,-1.061,0.10254,-0.539,0.352,1.011,-0.3872,-0.6772,-0.3838
781,-0.497,1.564,-1.043,0.644,-0.4941,-0.07214,0.01744,1.35,1.468,-1.699,0.4622,-1.31,0.7144,0.95,0.5386,0.7173,1.385,-0.0996,-0.08936,0.193,-1.182,0.9194,-0.39,-0.5024,0.1079,-0.51,-0.509,1.249,2.102,-0.3198,0.3203,-0.5527,-0.1544,0.855,-0.7427,-1.135,-0.2659,0.3137,0.288
782,0.366,-0.0883,0.835,-1.612,-0.5767,-0.4504,0.2883,0.608,0.2888,-0.9497,0.5127,-0.9917,0.3467,1.138,-0.5186,-0.845,-0.4006,-0.2456,-0.211,-1.238,1.055,0.3716,-0.2695,-0.3408,-0.05124,-0.4626,-0.0989,1.778,0.505,0.0935,-1.453,-0.7686,-0.2085,0.574,-1.215,1.12,-0.5303,-0.6855,0.6284
783,1.506,-0.2683,0.1283,-0.9395,-0.5933,-0.881,0.162,-2.438,-0.36,-2.559,0.7036,-0.4133,0.617,0.1691,-0.353,0.04205,-0.7173,-0.2551,-1.263,0.01854,-1.129,0.402,-0.2275,0.1688,-1.261,0.381,-0.0884,1.841,0.01843,-1.394,-1.279,-0.6445,-0.02634,-0.759,-1.583,0.5747,-0.636,0.1456,0.05554
784,0.3977,-1.157,1.248,1.307,0.0796,-1.473,0.04678,-0.735,0.5576,2.21,0.2893,-0.9985,0.536,1.09,-0.957,-1.8,-0.8696,0.1715,1.142,-0.1096,0.6655,0.3271,-0.3723,-0.3025,-0.834,0.4492,0.717,-0.76,0.8174,1.844,-0.4534,-0.366,0.1649,-0.8154,-1.319,-2.104,-0.5615,-0.4758,1.449
785,1.024,1.332,-1.77,1.587,-0.0005393,-0.375,0.2368,-1.588,1.222,-0.071,0.3945,-0.9443,-0.1472,0.278,-0.04834,-1.031,2.057,-0.0382,0.2866,1.085,-1.486,-0.182,-0.2163,-0.726,-0.863,-0.328,0.917,1.555,0.9585,0.958,0.3274,0.3052,-0.01403,-1.292,-0.1351,-1.47,-0.2625,0.3594,1.206
786,1.951,2.137,-2.713,1.481,1.207,-2.006,0.3975,-2.27,2.207,0.452,0.9805,-1.135,1.857,0.8555,-1.751,-0.6143,1.707,0.3823,-0.4722,-0.11536,0.1338,0.902,0.2021,2.371,-0.323,1.171,3.156,2.467,-1.445,-1.712,-0.0757,-0.1621,0.2141,0.2051,-1.398,-0.275,-0.3062,0.6772,0.8193
787,1.275,-0.909,0.3157,-1.01,0.2163,-1.867,0.727,-0.8115,-0.616,3.97,0.4766,-0.862,0.6416,1.116,-1.334,-2.344,0.12415,0.6465,-1.301,-0.09644,-3.906,1.796,0.6187,-0.2245,-1.371,1.428,0.6646,3.87,-1.251,-2.283,-0.172,0.1644,-0.00466,-0.8765,-2.275,-3.6,-0.4001,-0.456,0.4878
788,0.442,1.095,-0.9844,-0.7295,-0.227,0.03017,0.0901,-1.061,-1.77,3.908,1.651,-0.4617,0.2927,0.4814,0.2803,-2.285,1.421,0.03026,-0.5703,-0.1688,-1.224,1.14,0.00856,-1.119,-0.4768,-0.3562,-0.2327,1.666,-0.73,0.1376,0.602,0.728,-0.02406,-0.363,-0.5024,-1.132,-0.6235,-1.437,0.922
789,0.516,0.2404,-0.1475,1.051,0.4385,-0.1312,-0.126,-0.3318,-2.707,-0.1212,2.219,-0.936,1.363,0.3254,-0.534,-1.599,-1.2,-0.00462,-0.4253,-0.236,0.013954,0.932,0.09796,-0.616,-0.5117,-0.0774,-1.847,0.2588,0.8374,1.172,2.102,0.1287,0.07904,-0.05264,-0.03001,-1.33,-0.2559,-2.977,0.978
790,1.496,1.19,0.68,-0.722,0.3582,-1.381,0.789,0.796,-0.615,2.914,0.7764,-0.5176,1.782,0.943,-0.6514,-2.4,0.3948,0.955,-2.033,-1.0205,0.743,-0.857,0.731,0.2343,-1.648,0.6416,1.964,0.2922,0.681,7.02,0.1322,1.226,0.05167,-1.316,-0.641,0.0915,-0.4507,0.1177,0.9644
791,0.02675,1.721,-1.212,1.969,0.962,-0.7734,0.403,1.085,0.4019,-0.7324,1.027,-0.1025,-0.1017,-0.3696,-0.4795,-2.418,0.577,0.0922,-0.936,-1.15,0.9497,0.541,0.1888,0.1567,-0.895,0.4543,0.433,1.566,-2.135,2.098,-0.8193,-0.04272,0.10516,-0.007202,-1.277,1.576,-0.547,-2.162,0.937
792,-1.443,1.292,-1.061,-1.243,-0.2356,0.02863,-0.1343,3.117,0.647,2.068,0.5396,0.7974,-0.03647,0.34,0.4194,-0.6465,0.2062,-0.443,2.701,-0.05914,-0.00307,0.536,-0.6074,-1.283,-0.514,-0.9395,0.2942,0.4814,-0.1713,-1.38,-0.681,1.147,-0.0643,0.1584,0.375,-0.1045,-0.0606,-2.69,0.785
793,0.577,4.844,-3.998,-2.375,0.8135,-1.4795,0.173,1.58,4.074,-0.4019,1.095,0.364,1.891,0.749,-1.512,-1.936,3.172,0.5376,-0.1804,-0.8047,1.955,1.466,0.1617,0.9023,-0.1145,0.598,3.59,2.113,-0.6875,-0.341,1.054,-0.0695,0.1898,0.1365,-0.5093,1.18,-0.4001,-0.3328,-0.002417
794,0.1884,-0.598,-0.2427,0.1984,1.13,0.0329,-0.011314,-1.612,-1.834,2.957,-4.39,0.779,-6.473,1.3,-1.178,0.9204,-0.4172,-6.383,-1.067,0.0912,0.3245,0.03075,-5.105,-0.4775,-0.89,-0.318,0.6875,-1.645,-1.188,-2.47,-1.262,5.453,-8.4,-1.454,-1.693,0.0438,-0.71,0.968,-3.291
795,-0.6123,-2.062,0.3057,2.691,1.011,1.688,-0.4668,4.53,-3.479,-0.6665,5.004,7.258,-10.0,0.4578,-2.217,-0.365,-1.567,-5.035,1.977,0.10834,0.2367,0.4373,-6.61,-0.7905,0.6743,-1.892,0.3582,-0.318,-1.566,-5.418,-1.224,-2.148,-10.984,-0.2173,-1.049,0.94,-0.7017,0.4873,0.2122
796,0.7266,-1.876,1.395,2.162,-1.697,1.705,-0.379,2.51,-3.139,-2.096,-4.51,4.29,-1.556,-2.01,1.853,1.691,-0.02457,-0.9546,-0.4956,-1.133,0.1022,-0.9517,7.6,-1.244,0.3433,-1.589,0.04865,-2.775,0.794,0.4082,13.02,-0.1936,-2.195,-0.1399,1.611,0.6333,-0.249,0.8877,-0.3494
797,1.98,0.4023,-0.279,1.617,1.367,-0.2004,-0.1978,2.729,-1.006,-3.324,-2.85,0.643,-0.2266,-0.3745,-1.898,1.951,1.43,-1.158,-0.3154,0.3862,-2.824,-0.4092,3.105,1.136,-0.9834,0.925,-0.244,-0.2993,-2.512,-3.523,-0.8228,-1.836,-1.83,-1.524,-0.6733,-1.849,-0.302,2.096,1.254
798,-0.576,-1.084,0.881,0.88,0.1616,0.6416,0.000682,1.268,-2.334,-0.4521,-2.662,0.2769,-1.449,-0.326,-0.0508,1.385,0.3938,-1.035,0.0691,-0.1677,-1.186,-0.4924,-1.111,0.2712,-0.905,0.559,0.3572,-1.861,0.791,-4.645,0.1683,0.593,0.53,-1.074,0.259,-1.197,-0.2167,1.927,-1.123
799,1.255,-0.02248,0.07214,0.0334,1.552,-0.3486,-0.0956,1.495,-0.0659,-1.816,-1.614,0.9507,0.519,0.943,-2.035,1.279,2.824,-0.9263,-0.0453,-1.057,0.4314,-0.2284,1.433,2.06,-0.4722,1.041,0.3079,0.9927,-0.72,-2.844,0.612,0.107,-0.7646,-1.088,-1.62,-0.403,-0.1606,1.87,-2.373
800,-1.139,-2.164,0.658,0.7764,-0.4026,1.37,-0.2893,1.025,-1.305,0.292,-0.5923,1.349,-1.536,0.4353,-0.2642,0.2322,1.027,-1.441,-0.1729,0.1265,-0.0647,-0.05145,1.59,-0.11707,-0.8574,0.021,0.502,-1.266,1.188,-0.6895,0.0523,1.465,-0.601,-1.099,0.2693,0.8213,-0.2328,0.383,0.4082
801,-0.905,-2.121,-0.781,2.057,-0.923,1.995,-0.02351,2.096,-1.244,-0.5635,0.06976,4.527,-2.4,-1.043,0.4885,1.032,-0.1033,-4.08,-0.4834,-1.19,0.524,-0.01903,-1.848,0.7817,-0.9116,-0.6904,-0.4177,-1.34,-1.244,1.896,1.225,-0.2053,-6.156,-1.192,0.4956,-0.228,-0.2773,1.439,-0.362
802,-1.372,-0.9614,-0.94,2.611,1.053,0.1453,-0.285,2.062,-0.2467,-0.1152,-2.102,1.801,2.479,1.651,-0.7285,1.873,2.441,-0.6973,-0.4204,0.7856,-2.027,-0.3716,-0.6045,0.11273,-0.992,0.7114,0.6104,-1.57,2.773,-0.401,0.9526,-0.9336,-0.834,-1.429,0.9526,-1.155,-0.0874,1.471,-0.8433
803,1.084,0.787,-2.412,-0.1023,0.802,-0.5625,-0.01888,0.558,1.682,-1.514,-1.327,-0.5986,1.454,0.081,0.001731,1.213,2.854,-1.821,-2.75,-0.1798,-3.293,-0.1877,0.2976,0.6777,-0.9277,0.541,0.8716,-0.1765,-0.856,0.9683,-0.419,-0.3423,-0.927,-1.296,0.3108,-3.031,-0.2303,0.3933,-1.195
804,-0.565,-0.899,-1.179,1.246,-1.397,1.699,-0.3164,1.625,-0.7393,-0.888,-0.9536,2.023,-2.934,-1.639,1.581,0.3494,0.1364,-2.178,0.2512,0.0986,-0.963,-0.614,-3.826,-0.3276,-0.59,-1.487,-2.277,0.5635,0.02043,-1.901,-0.449,1.202,-3.277,-1.108,0.1511,-0.3008,-0.3467,0.904,-1.804
805,0.1982,-2.428,-0.08655,-0.749,-0.4736,3.17,-0.2306,1.041,-1.426,-0.897,0.685,1.649,-2.438,-0.7715,0.6436,-0.3347,-0.128,-0.0905,-0.9155,-1.277,-0.679,-0.8477,-1.331,-0.05585,-0.75,-1.075,-1.3,-0.3499,0.1138,2.924,-1.212,-1.765,-1.641,-0.9404,0.283,0.02599,-0.2075,1.706,-1.49
806,-0.9756,-1.998,-0.2079,1.704,-1.397,2.525,-0.2905,1.764,-1.518,-1.416,-2.025,3.812,-2.217,-1.017,-0.585,0.4783,0.2576,-1.585,-1.101,-0.557,-0.3826,-0.62,0.32,0.601,-0.9463,-1.456,-1.816,0.2311,-0.5903,0.2281,1.714,0.05634,-3.562,-1.163,-0.1447,-1.313,-0.3318,-0.0896,-0.973
807,-0.1556,-0.7236,-0.6035,0.7876,-0.1796,1.672,-0.3445,-0.1842,-1.546,-1.349,-2.371,1.459,-0.2462,0.3748,-0.1282,0.3894,1.22,2.152,-0.08453,-0.251,-2.188,-0.09094,3.014,1.534,-1.22,-0.7104,0.344,0.931,-1.467,0.3572,0.5303,-1.555,1.639,-1.1,-0.7256,-2.924,-0.4966,0.5547,-1.251
808,-1.282,-0.89,-0.11255,0.871,-1.668,3.928,-0.161,2.113,-1.581,-0.2717,-2.006,1.54,-4.535,-1.31,0.5317,0.4033,-0.174,-1.031,-0.763,-1.153,0.56,-0.466,-2.875,-0.05664,-0.8438,-1.477,-1.298,0.1964,-0.1147,3.676,0.6484,0.1747,-2.281,-1.368,1.402,-0.4438,-0.4624,-0.917,0.01909
809,-0.7017,-1.027,-0.1782,-1.197,0.5674,1.592,-0.4817,1.182,-0.9795,-0.8027,-1.536,0.597,-1.061,1.758,-1.284,0.3882,1.558,2.607,0.2483,-0.7017,-2.113,-0.4338,0.604,0.6377,-0.973,0.2402,-0.33,1.289,-1.094,0.531,0.2947,-2.988,-1.38,-1.23,0.02155,-1.864,-0.274,0.2744,-0.6133
810,-0.4983,-0.3638,-0.5835,0.762,-0.1164,1.741,-0.184,0.5005,-0.2092,0.1798,-2.598,0.3855,-1.577,1.837,0.10535,-0.4612,1.011,2.814,-0.1179,0.02435,-1.736,-0.788,2.889,0.4333,-0.98,-0.1699,0.6377,-0.633,-1.527,1.397,-0.3445,0.8413,1.747,-1.1,2.598,-1.417,-0.4033,-1.416,0.994
811,-1.641,-2.885,1.474,0.8486,0.4316,1.858,-0.4395,-2.004,-2.172,-1.479,1.348,0.94,-1.031,2.244,-0.2607,0.2413,-0.5796,2.312,-0.67,0.03056,-1.215,-0.894,3.838,0.5923,-0.9136,-0.6597,-0.54,1.065,-0.5845,-1.083,-0.4104,-2.447,0.1172,-0.8516,-0.662,-1.919,-0.3599,1.538,0.3354
812,-1.666,-0.807,-0.8896,0.916,1.051,2.668,-0.3823,-0.869,-0.315,-0.3167,0.735,1.625,0.1882,1.511,-0.4133,1.645,0.1997,2.91,-0.691,0.0795,-0.501,-0.3328,1.278,0.5015,-1.206,0.04382,0.6914,-0.5244,-1.434,1.85,0.799,0.1965,0.1377,-0.873,1.796,-1.777,-0.4102,1.489,-1.986
813,1.034,-0.6714,0.773,0.6772,1.649,1.81,0.1127,-1.717,-1.094,-2.094,1.168,0.1539,1.125,1.005,-2.025,-0.6875,0.2783,1.955,-0.814,0.6597,0.6045,-0.5283,1.619,0.2512,-1.225,-0.2356,0.274,0.7705,-2.549,0.184,1.456,-2.623,-2.074,-0.779,1.312,-0.5786,-0.4578,-0.3967,-1.224
814,-1.049,-1.734,1.028,-1.446,-1.186,2.469,-0.1175,-1.58,-0.603,-0.7085,0.3848,0.8994,-2.639,-1.031,2.348,1.096,-0.8013,1.577,-0.915,0.686,1.085,-0.456,0.525,-0.714,-1.134,-1.551,-1.701,-0.4595,-2.28,0.673,-0.5977,-0.567,0.03778,-0.7417,0.784,-0.1599,-0.5044,0.821,-2.344
815,0.9185,-1.295,-0.02744,0.9526,-0.897,1.576,0.05884,-0.9424,-0.7817,-2.602,1.455,1.384,-1.592,-1.877,1.882,0.488,-0.633,2.133,-2.041,0.977,0.7153,-0.4087,2.371,0.5825,-0.6567,-0.7534,-0.871,0.2559,1.474,-2.064,-1.196,-1.133,-2.705,-0.546,0.9673,-0.5786,-0.4463,-0.2537,-0.3037
816,1.978,-1.219,0.808,1.447,-0.327,1.705,-0.08295,-1.694,-1.845,-0.9277,0.3564,1.782,-0.863,-1.043,2.21,0.3733,-1.758,0.0658,-0.731,-0.357,1.343,-0.7515,2.352,-1.037,0.0173,0.3792,-1.218,-1.169,0.2568,2.4,0.6323,-0.7725,0.2664,0.4841,2.717,-0.996,-0.463,-1.274,0.2917
817,0.3354,-3.047,1.836,1.012,-0.4707,0.621,-0.1351,-1.606,-3.912,-0.737,-0.07465,-2.79,0.05075,0.696,0.8345,0.2,-2.467,-1.509,-0.9956,-0.65,-1.202,-0.3218,2.87,-0.985,-0.0702,-0.04752,-0.09204,-2.88,-1.246,0.9062,0.5444,0.2625,1.103,0.5264,-0.3406,-0.4058,-0.4194,0.9224,-0.5083
818,-0.3093,-0.9736,0.2155,-1.588,0.2761,1.804,-0.1501,-2.295,-2.037,-0.9004,-0.06366,-0.927,-0.2505,0.7954,1.108,0.5044,0.312,-0.8843,-1.195,-0.6357,0.444,-0.4524,0.03738,0.622,-1.162,-0.07965,1.568,-1.15,1.991,-1.261,0.9805,0.7974,-0.1091,-0.5747,2.615,-0.442,-0.5254,-0.1993,0.748
819,0.01964,-1.835,1.611,-2.145,0.1613,2.445,-0.1137,-1.905,-2.342,0.1597,0.5254,-0.3547,-0.7603,1.021,-0.1987,0.9355,-1.128,-3.195,-1.274,-0.346,-0.9214,-0.1562,1.534,-0.6577,-0.0744,0.6514,-0.4507,0.2993,-0.1715,4.07,0.6836,0.1421,-0.1833,0.2083,0.2644,-0.4907,-0.5186,0.6367,-0.6587
820,0.522,-0.6865,-1.059,-0.1472,1.372,-0.4473,0.0813,-1.455,-0.5586,0.844,0.5093,-1.494,0.792,0.1292,-1.229,0.7886,1.181,-3.006,-1.891,-0.2355,-0.631,0.0197,2.29,0.4973,0.2417,1.073,1.832,0.1392,-2.39,1.497,-0.1624,2.635,2.074,0.3757,-0.8804,-1.384,-0.424,-1.308,0.07086
821,0.1545,-1.936,0.1918,0.9995,-0.328,0.02496,-0.001433,-1.646,-1.129,0.9194,0.2208,1.313,-0.2053,1.187,0.3403,0.356,0.812,-5.883,-1.151,0.492,0.3804,-0.3315,1.839,-0.04453,-1.236,0.4387,0.5815,-0.6387,-1.944,3.254,-0.526,1.723,2.709,-0.6846,-1.105,0.4736,-0.4526,-0.1907,-2.17
822,-0.686,-2.896,1.329,0.6973,0.0925,2.248,-0.3862,-0.06155,-2.139,-0.2627,2.682,0.03857,-1.175,0.2318,-0.1919,0.0751,-0.1578,-3.598,-0.4712,0.3328,-1.003,-0.2039,1.462,0.1059,-0.9995,-0.516,-2.168,-2.045,-1.424,-0.6943,-0.3035,1.028,1.02,-0.863,1.526,1.127,-0.2112,-2.49,0.2235
823,0.7876,-2.115,0.9453,1.788,-1.235,1.971,-0.2954,-0.2351,-0.927,-0.7803,0.5547,2.88,-1.035,-1.148,1.894,0.02295,-0.2588,-3.094,-0.786,-0.411,0.859,-0.211,0.693,0.6787,-0.7646,-0.941,-1.888,-1.47,-2.81,3.076,3.25,-0.4285,-1.089,-0.936,1.733,1.485,-0.2708,0.4285,1.097
824,-0.7017,-2.625,0.85,-1.647,0.624,1.059,-0.113,-1.774,-1.278,-0.5645,-0.9946,0.687,0.4268,0.958,-1.005,-0.3042,0.5635,-0.9487,-1.544,-0.10004,0.2773,0.1171,-1.691,1.586,0.1588,0.6245,0.344,-0.4365,1.896,4.086,1.412,-1.777,-0.3853,-0.3962,0.923,-2.1,-0.436,1.693,-1.015
825,0.665,-2.219,0.1594,0.936,1.227,0.9995,-0.2817,1.563,-1.356,0.1339,-1.884,1.292,0.1904,0.6743,-1.69,1.695,0.503,0.1433,-1.514,-0.3027,0.4377,-0.1724,-2.639,1.091,-0.5977,-0.1477,-0.561,-0.757,-2.107,3.947,-0.02539,-1.707,-1.351,-1.207,1.904,1.391,-0.3672,-1.452,6.01
826,0.9546,2.52,-1.154,-0.6055,3.414,-3.414,0.4702,-3.14,2.582,0.5293,3.27,5.785,3.643,1.128,-4.766,0.0734,2.52,8.69,-2.105,0.0,0.8184,8.74,1.0205,8.59,-1.0,3.832,2.008,2.29,-1.09,5.074,-0.585,2.543,10.79,-1.0,-1.964,0.8213,13.5,1.163,3.357
827,1.519,0.7246,-0.09534,1.028,3.746,-0.587,0.0486,-2.39,1.488,-0.4531,0.1338,0.7524,1.635,1.516,-4.324,-16.89,1.119,7.84,-1.173,-0.0608,2.086,10.36,-4.867,5.77,-0.2017,3.172,0.8286,0.894,-0.91,0.8477,4.76,-0.738,5.19,-0.5503,-0.738,0.8657,-0.928,-0.1349,-4.785
828,0.2632,0.8315,1.733,-2.455,-0.4272,4.684,-0.3142,-0.4827,-0.7974,1.047,-1.2,-2.82,-1.556,-1.721,1.348,-5.523,0.7637,0.4207,0.09674,-0.2776,-1.838,-6.555,4.754,-0.09705,0.2402,-2.59,-0.2114,-0.06238,-1.512,2.035,5.977,5.234,0.3816,0.0819,-0.1211,-1.984,-0.8833,0.3765,0.2123
829,0.468,-1.394,1.696,0.831,2.307,-0.922,-0.002064,-1.834,-0.982,0.474,5.99,5.453,-5.22,-0.2773,-0.663,-1.964,-0.1898,-2.16,-0.426,-0.759,0.485,3.77,0.2605,-1.449,-0.1039,0.812,-1.941,0.848,-1.644,1.759,0.08044,-4.426,-7.594,-0.862,-1.912,-0.563,-0.8027,0.3281,-2.475
830,-1.681,-2.023,1.35,-1.082,-0.714,2.588,-0.04288,-0.315,-1.178,-0.7485,-7.117,-0.037,-0.234,0.2488,0.4968,-1.413,0.05048,-0.4463,0.333,0.3845,1.58,0.474,1.621,-0.8975,-0.629,-1.071,-1.95,-0.6323,-0.4934,-0.3816,6.85,1.063,-0.9043,-1.66,0.3467,0.8164,-0.9194,-0.1304,-2.312
831,-1.808,-2.533,2.643,-1.307,-1.13,1.781,-0.401,-0.2394,-1.893,-1.55,-2.229,2.428,-1.169,-0.172,2.713,-3.383,-1.932,0.02025,1.3,-0.2976,0.3303,0.58,-1.864,-1.143,-0.818,-0.2167,-1.9,-1.359,0.1082,-0.09503,2.896,-0.4688,-3.316,-1.46,1.47,0.67,-1.043,0.05173,-0.6064
832,-1.385,-1.782,0.3235,0.1343,-5.055,2.582,0.2512,-0.1737,-0.879,-0.2656,-2.371,2.904,-1.998,-1.092,4.25,-3.902,-0.0978,-0.735,-1.104,0.6133,1.618,-0.4849,-3.635,0.03708,-0.3987,-0.8286,-0.713,-0.944,2.516,-0.3257,2.15,0.0933,-3.836,-1.482,1.559,1.56,-0.8325,-0.8696,3.99
833,-0.1935,-0.2295,1.439,-2.188,0.1046,-4.027,0.086,-1.172,0.2786,0.6743,-5.17,0.10736,4.684,1.753,-5.633,-11.27,1.422,8.86,-0.1282,-0.7236,2.652,-2.973,3.88,6.387,-0.28,4.156,1.299,-0.875,-3.348,2.314,0.2169,-0.9644,10.0,-1.375,-1.553,1.785,-1.073,-2.201,2.102
834,-2.695,-3.176,2.818,0.258,-6.85,1.846,-0.293,2.088,-2.076,0.5786,-2.7,-4.938,-4.8,-1.453,2.227,-2.44,-2.25,0.2546,0.651,0.1798,0.0746,-3.094,3.256,0.9795,-0.6157,-2.361,-0.9785,-4.094,-1.175,0.3958,0.7515,2.05,3.299,-1.3,2.941,-0.2505,-0.4712,-0.1092,-1.257
835,0.952,0.4285,-0.7974,-1.046,-0.03867,-0.1716,0.05658,-1.092,1.422,-2.05,4.766,0.8228,0.5557,1.315,-2.254,1.708,0.952,0.3643,-1.701,-0.7812,3.723,-0.04617,1.491,6.25,-0.722,2.621,0.06152,0.567,-1.273,0.4692,3.26,-0.2844,1.491,-1.235,-2.71,-1.082,0.54,0.427,-1.049
836,-3.492,-2.742,3.15,2.506,-6.418,2.84,-0.00908,-0.2373,-1.41,2.363,-3.148,-2.68,-1.424,0.3452,0.665,-1.602,-2.238,-0.389,-0.992,-0.1084,-1.489,-5.64,-0.825,1.432,0.3193,-0.7383,-1.397,-2.266,0.606,1.039,6.09,0.341,-0.394,-0.1953,2.326,-1.163,-0.4536,-2.234,2.695
837,-0.472,-0.6455,2.627,2.38,-4.055,1.193,0.2542,-2.777,0.4812,-2.07,0.08234,0.9785,-1.174,0.5156,-0.333,-1.148,-0.697,3.451,-1.074,0.3213,-0.3337,0.9185,2.123,0.4087,-0.607,0.2625,0.6255,0.4817,0.8584,-0.2727,0.2036,-4.613,-1.001,-1.224,-1.413,0.069,-0.4446,-1.976,1.619
838,-0.503,0.599,0.2307,0.4346,2.17,-0.2015,-0.1222,-0.4004,2.225,1.491,-2.654,1.141,1.058,0.2983,-1.717,-1.117,1.06,2.17,-0.4946,0.245,-0.191,-2.088,4.04,2.25,-1.21,2.352,0.573,1.88,1.018,3.078,5.31,-0.04868,2.973,-1.139,-0.7476,1.588,-0.571,0.7676,-3.523
839,-1.663,-1.181,2.678,-0.8037,0.0901,0.629,-0.0734,-0.01036,0.356,1.461,-0.79,-0.9673,0.4326,-0.4377,-0.2373,0.894,-0.0437,2.334,-1.435,0.285,1.002,-1.916,-1.565,-1.229,-0.8447,0.1034,1.009,-1.085,-2.604,0.2903,0.4836,0.3538,1.364,-1.194,0.6553,1.079,-1.178,1.401,-0.2345
840,-1.015,-3.248,2.295,-0.5337,-0.7607,4.688,-0.3218,-1.19,-1.181,-0.1328,1.019,2.486,-2.883,-0.9663,2.55,-2.47,-2.416,1.948,0.324,0.4143,1.131,-1.206,-0.2222,-1.935,-0.96,0.1442,-1.946,-1.608,-1.385,0.692,2.86,-2.494,0.01596,-1.562,1.889,-0.384,-1.208,0.6743,1.213
841,-0.9355,-0.521,-0.05893,0.1241,2.27,1.022,0.0305,-3.246,0.8037,-0.11487,-2.803,-3.623,-0.5713,2.309,-0.01068,1.843,1.37,5.34,-1.472,0.4392,1.589,-3.75,0.761,-1.208,-0.269,2.436,0.4656,-0.949,3.195,0.2273,0.654,-2.926,-0.3755,-0.634,0.5693,1.387,-1.957,1.18,-0.01214
842,0.6694,0.3884,-0.2335,0.7905,-0.588,-0.02171,-0.3914,-0.03772,1.947,-0.2854,-1.848,-1.6875,-0.079,1.594,-1.9,2.148,1.4,0.000888,-0.936,-0.7676,0.01389,-1.387,0.9175,0.0234,-0.03061,2.01,2.523,0.5986,-2.594,0.01727,0.4275,0.521,-1.94,-0.4019,-1.245,-0.586,-1.604,-0.4363,-0.858
